Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Projection;Easting Coordinate;Northing Coordinate;Class Code;Postcode;Council Ward;Suburb;GISFid;Ownership;Road Name;Road Length;Left Locality;Right Locality;Road Classification;Feature_Type;Google Maps Direction
-38.06807325860236, 145.28621361488405;"{""coordinates"": [[[145.2798173945, -38.0673559902], [145.2799880022, -38.0673757371], [145.2824156721, -38.0676567226]], [[145.2824157069, -38.0676567266], [145.2826128667, -38.0676795442], [145.2846712896, -38.0679177496], [145.2847333025, -38.0678468211]], [[145.2870940175, -38.0681127814], [145.2870666916, -38.0680774429], [145.2869561657, -38.0680297236], [145.2848477119, -38.067799198], [145.2847595081, -38.0678168479], [145.2847333582, -38.0678467574]], [[145.2846712896, -38.0679177496], [145.2871664398, -38.0682064394], [145.2870940197, -38.0681127842]], [[145.2871664398, -38.0682064394], [145.2877522675, -38.068274213], [145.2884974922, -38.0683616722], [145.2886015166, -38.0682867535], [145.2886068972, -38.0682828784], [145.2886673207, -38.0682393554], [145.2891288636, -38.0682851398], [145.2892641015, -38.0682985548], [145.2893973647, -38.0683200623], [145.289529539, -38.0683454486], [145.2896253052, -38.0683653169], [145.2901532584, -38.0684748846], [145.2904092049, -38.0685337808], [145.2904989147, -38.0685580247], [145.2906608633, -38.0686033094], [145.2909075032, -38.0686832632], [145.2910579565, -38.0687381346], [145.2912060661, -38.0687968846], [145.2913516283, -38.0688594518]], [[145.2884974922, -38.0683616722], [145.289265771, -38.0684572719], [145.2894314118, -38.0684879814], [145.2895959848, -38.0685221536], [145.2898162819, -38.0685741555], [145.2900126355, -38.0686259446], [145.2902411049, -38.0686927998], [145.2904591908, -38.0687649584], [145.2906944906, -38.0688506613]]], ""type"": ""MultiLineString""}";-38.06804133682119;145.28591359217168;MGA2020 Zone 55;349642;5785249;Local Road;3805;Casuarina;Narre Warren South;3624;Council;Glasscocks Road;1474;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06804133682119,145.28591359217168/@your+location,17z/data=!4m2!4m1!3e0
-38.065924513599995, 145.26609482835;"{""coordinates"": [[145.2661413368, -38.0659128704], [145.2660483199, -38.0659361568]], ""type"": ""LineString""}";-38.06592451360129;145.2660948283352;MGA2020 Zone 55;347899;5785452;Local Road;3975;River Gum;Lynbrook;3626;Council;Glasscocks Road;8;LYNBROOK;LYNBROOK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06592451360129,145.2660948283352/@your+location,17z/data=!4m2!4m1!3e0
-38.03404798658808, 145.2763746378253;"{""coordinates"": [[145.2758741942, -38.0339822829], [145.2767849365, -38.0341018551], [145.2768750815, -38.0341136899]], ""type"": ""LineString""}";-38.03404798655915;145.27637463786138;MGA2020 Zone 55;348735;5789006;Local Road;3976;River Gum;Hampton Park;3632;Council;Gleneadie Close;89;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03404798655915,145.27637463786138/@your+location,17z/data=!4m2!4m1!3e0
-38.099226182116624, 145.32926054847275;"{""coordinates"": [[[145.3271521476, -38.1005055126], [145.3271356112, -38.1005892854]], [[145.3303211557, -38.1019391621], [145.3304363085, -38.1012367654], [145.3305541896, -38.1005176571], [145.3306714033, -38.0998026592], [145.3307886141, -38.0990876251], [145.3309085983, -38.0983556906], [145.3276527554, -38.0979694139], [145.3275117337, -38.0986838255], [145.3272047608, -38.1002389758], [145.3271521476, -38.1005055126]]], ""type"": ""MultiLineString""}";-38.09988084963583;145.3282117316167;MGA2020 Zone 55;353416;5781780;Local Road;3978;Correa;Clyde North;3633;Council;Glenelg Street;984;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09988084963583,145.3282117316167/@your+location,17z/data=!4m2!4m1!3e0
-38.09233665660316, 145.2785397148642;"{""coordinates"": [[145.2776876412, -38.0922360373], [145.2792944206, -38.092425778], [145.2793917886, -38.0924372753]], ""type"": ""LineString""}";-38.09233665662875;145.27853971489228;MGA2020 Zone 55;349045;5782542;Local Road;3977;Correa;Cranbourne;3634;Council;Glenwood Court;151;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09233665662875,145.27853971489228/@your+location,17z/data=!4m2!4m1!3e0
-38.018315290077965, 145.33583682449756;"{""coordinates"": [[145.3355364824, -38.0181922234], [145.3360643492, -38.0184085195], [145.3361371667, -38.0184383565]], ""type"": ""LineString""}";-38.01831529008462;145.33583682452766;MGA2020 Zone 55;353922;5790847;Local Road;3806;Grevillea;Berwick;3635;Council;Glover Court;59;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.01831529008462,145.33583682452766/@your+location,17z/data=!4m2!4m1!3e0
-38.08654096513672, 145.33717509452634;"{""coordinates"": [[[145.33729285, -38.0859215589], [145.3372792615, -38.085993037]], [[145.3372792413, -38.0859931433], [145.337074164, -38.0870718694]], [[145.3370742302, -38.0870715211], [145.3370574132, -38.0871599787]]], ""type"": ""MultiLineString""}";-38.08653518474549;145.33717619335076;MGA2020 Zone 55;354175;5783279;Local Road;3978;Dillwynia;Clyde North;3637;Council;Goodison Road;139;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.08653518474549,145.33717619335076/@your+location,17z/data=!4m2!4m1!3e0
-38.20931759370216, 145.34646848437865;"{""coordinates"": [[145.3444978664, -38.2085525595], [145.3446288477, -38.208604672], [145.3471851969, -38.2096217029], [145.348008623, -38.2098381892], [145.348351158, -38.2100541322], [145.3484340133, -38.2100509989]], ""type"": ""LineString""}";-38.209317593692475;145.34646848441966;MGA2020 Zone 55;355233;5769669;Local Road;3980;Cranbourne Gardens;Blind Bight;3639;Council;Goolagong Road;385;BLIND BIGHT;BLIND BIGHT;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.209317593692475,145.34646848441966/@your+location,17z/data=!4m2!4m1!3e0
-38.10176032786315, 145.38673998915323;"{""coordinates"": [[145.3876476822, -38.1014821776], [145.387562646, -38.1015082365], [145.3859065261, -38.1020157307], [145.3858322957, -38.1020384768]], ""type"": ""LineString""}";-38.10176032789536;145.38673998916897;MGA2020 Zone 55;358552;5781666;Local Road;3978;Dillwynia;Clyde North;3641;Council;Gottlieb Street;170;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10176032789536,145.38673998916897/@your+location,17z/data=!4m2!4m1!3e0
-37.98959058428972, 145.29845986778994;"{""coordinates"": [[145.2973488818, -37.9879360546], [145.2974087698, -37.9879868394], [145.2981432266, -37.9886096481], [145.2986959174, -37.9892333125], [145.2988792683, -37.9896820835], [145.2989014208, -37.9901586059], [145.2986048642, -37.9915019836], [145.2985902737, -37.991568076]], ""type"": ""LineString""}";-37.989590584252944;145.29845986776417;MGA2020 Zone 55;350585;5793970;Local Road;3804;Kalora;Narre Warren North;3648;Council;Grantchester Road;450;NARRE WARREN NORTH;NARRE WARREN NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.989590584252944,145.29845986776417/@your+location,17z/data=!4m2!4m1!3e0
-37.981664273013365, 145.32407607929184;"{""coordinates"": [[[145.3236899324, -37.9813341673], [145.3236922143, -37.9814520505], [145.3244511579, -37.9818839148]], [[145.3244511579, -37.9818839148], [145.3245517476, -37.981941153]]], ""type"": ""MultiLineString""}";-37.98177390855399;145.3242639302527;MGA2020 Zone 55;352833;5794884;Local Road;3804;Grevillea;Narre Warren North;3649;Council;Grazia Court;106;NARRE WARREN NORTH;NARRE WARREN NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.98177390855399,145.3242639302527/@your+location,17z/data=!4m2!4m1!3e0
-38.080075604955745, 145.3613449269436;"{""coordinates"": [[145.3590474973, -38.0804971444], [145.3591769019, -38.0805131133], [145.3598272564, -38.0805933665], [145.3614483537, -38.0807966742], [145.3625188726, -38.0809309167], [145.3627059188, -38.0802190925], [145.3628297948, -38.0796322053], [145.3627954749, -38.0795371383], [145.360408514, -38.0792426553], [145.3604675484, -38.0790777676], [145.3605541608, -38.0786392487], [145.3605680966, -38.0785686913]], ""type"": ""LineString""}";-38.080075604957216;145.36134492695805;MGA2020 Zone 55;356286;5784036;Local Road;3978;Dillwynia;Clyde North;3650;Council;Graziers Crescent;754;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.080075604957216,145.36134492695805/@your+location,17z/data=!4m2!4m1!3e0
-37.996838187919046, 145.23053161975466;"{""coordinates"": [[145.2303740503, -37.9963924778], [145.2304068826, -37.9964853498], [145.2306693693, -37.9972278337], [145.2306891896, -37.9972838979]], ""type"": ""LineString""}";-37.99683818791512;145.23053161973914;MGA2020 Zone 55;344633;5793060;Local Road;3177;Waratah;Doveton;3658;Council;Grevillea Street;102;DOVETON;DOVETON;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.99683818791512,145.23053161973914/@your+location,17z/data=!4m2!4m1!3e0
-38.21352815385525, 145.33585156476786;"{""coordinates"": [[145.3360672052, -38.2132866518], [145.3360133503, -38.2133469659], [145.3356359241, -38.2137696557]], ""type"": ""LineString""}";-38.21352815381158;145.33585156476158;MGA2020 Zone 55;354312;5769185;Local Road;3980;Cranbourne Gardens;Blind Bight;3663;Council;Gull Court;65;BLIND BIGHT;BLIND BIGHT;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.21352815381158,145.33585156476158/@your+location,17z/data=!4m2!4m1!3e0
-38.0737296296728, 145.27565995684984;"{""coordinates"": [[145.2755062349, -38.0736236528], [145.2755848265, -38.0736778345], [145.2758136789, -38.0738356064]], ""type"": ""LineString""}";-38.07372962967032;145.27565995688312;MGA2020 Zone 55;348754;5784602;Local Road;3977;River Gum;Cranbourne North;3664;Council;Gum Court;35;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.07372962967032,145.27565995688312/@your+location,17z/data=!4m2!4m1!3e0
-38.14334959997204, 145.28106325274294;"{""coordinates"": [[[145.2812775941, -38.1439492781], [145.2813620395, -38.1439598664]], [[145.2838412392, -38.1433198335], [145.283740538, -38.1433079423], [145.282915144, -38.1432104732], [145.2797546615, -38.1428455031], [145.279641717, -38.1428720425], [145.2794565893, -38.1438500779], [145.2794919707, -38.1439441909], [145.2798745106, -38.1439783739], [145.2806680454, -38.1438728474], [145.2812775939, -38.1439492781]]], ""type"": ""MultiLineString""}";-38.143648472920205;145.28119000242404;MGA2020 Zone 55;349380;5776852;Local Road;3977;Cranbourne Gardens;Botanic Ridge;3665;Council;Gumflats Way;658;BOTANIC RIDGE;BOTANIC RIDGE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.143648472920205,145.28119000242404/@your+location,17z/data=!4m2!4m1!3e0
-38.05162068086215, 145.26392592890673;"{""coordinates"": [[[145.2653189971, -38.0447794891], [145.2651620029, -38.0455494674], [145.264740823, -38.0475618984], [145.2647127389, -38.0477364672], [145.264694687, -38.0478414723], [145.2640446181, -38.0510292882], [145.2637302154, -38.0525710741], [145.262912587, -38.0565804673], [145.2627800285, -38.0572292667], [145.2627443173, -38.0574188894]], [[145.2627443173, -38.0574188894], [145.2626422853, -38.0579606626], [145.2626117538, -38.0581153062], [145.2625803554, -38.0582895386]], [[145.2627212884, -38.0583642861], [145.2626923762, -38.0585391347]]], ""type"": ""MultiLineString""}";-38.05580152322963;145.26313279753813;MGA2020 Zone 55;347618;5786571;Arterial Road;3975;River Gum;Lynbrook;3674;VicRoads;Hallam Road;1538;LYNBROOK;LYNBROOK;level 2;Road Responsibilty;https://www.google.com.au/maps/dir//-38.05580152322963,145.26313279753813/@your+location,17z/data=!4m2!4m1!3e0
-38.07902836225, 145.29641132905;"{""coordinates"": [[145.2963288228, -38.0790187367], [145.2964938353, -38.0790379878]], ""type"": ""LineString""}";-38.0790283622747;145.296411329061;MGA2020 Zone 55;350585;5784047;Collector Road;3977;Correa;Cranbourne North;3678;Council;Hamilton Drive;14;CRANBOURNE NORTH;CRANBOURNE NORTH;level 4;Road Responsibilty;https://www.google.com.au/maps/dir//-38.0790283622747,145.296411329061/@your+location,17z/data=!4m2!4m1!3e0
-38.117217940292626, 145.23917097576148;"{""coordinates"": [[145.2392911102, -38.1166218778], [145.2392767757, -38.1166930012], [145.239065167, -38.1177429233], [145.2390508409, -38.1178140027]], ""type"": ""LineString""}";-38.11721794026939;145.2391709757789;MGA2020 Zone 55;345644;5779716;Local Road;3977;Cranbourne Gardens;Cranbourne West;3679;Council;Hammond Road;133;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.11721794026939,145.2391709757789/@your+location,17z/data=!4m2!4m1!3e0
-38.205485893681946, 145.2402619373784;"{""coordinates"": [[145.2406288061, -38.203570364], [145.2404125442, -38.2047032224], [145.2399126026, -38.2073049515], [145.2398940998, -38.2074012378]], ""type"": ""LineString""}";-38.20548589368363;145.24026193739257;MGA2020 Zone 55;345926;5769923;Local Road;3912;Cranbourne Gardens;Pearcedale;3680;Council;Hann Street;430;PEARCEDALE;PEARCEDALE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.20548589368363,145.24026193739257/@your+location,17z/data=!4m2!4m1!3e0
-38.074216006222464, 145.36472835476536;"{""coordinates"": [[[145.3650512111, -38.0740119346], [145.3649783466, -38.0740579912]], [[145.3649783493, -38.0740579895], [145.3644798995, -38.0743730501]], [[145.3644799148, -38.0743730404], [145.3644055078, -38.0744200712]]], ""type"": ""MultiLineString""}";-38.074215679501265;145.36472887150035;MGA2020 Zone 55;356568;5784689;Local Road;3806;Dillwynia;Berwick;3682;Council;Harbin Alley;72;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.074215679501265,145.36472887150035/@your+location,17z/data=!4m2!4m1!3e0
-38.09787069518328, 145.3373013568018;"{""coordinates"": [[145.3374024864, -38.0972576527], [145.3373917976, -38.0973224487], [145.3372154102, -38.0983916983], [145.3372002268, -38.0984837376]], ""type"": ""LineString""}";-38.09787069514739;145.33730135681748;MGA2020 Zone 55;354209;5782021;Local Road;3978;Dillwynia;Clyde North;3687;Council;Harlequin Way;137;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09787069514739,145.33730135681748/@your+location,17z/data=!4m2!4m1!3e0
-38.05128725755439, 145.3377931824134;"{""coordinates"": [[145.3371128768, -38.0510661962], [145.3372212756, -38.0510789483], [145.3381189418, -38.0511845469], [145.3379863444, -38.0518638472]], ""type"": ""LineString""}";-38.05128725756301;145.3377931823948;MGA2020 Zone 55;354162;5787189;Local Road;3806;Akoonah;Berwick;3694;Council;Harwood Court;165;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.05128725756301,145.3377931823948/@your+location,17z/data=!4m2!4m1!3e0
-38.03340070681847, 145.28180676790973;"{""coordinates"": [[145.2822619872, -38.0330678954], [145.2814187847, -38.0336843619], [145.2813515483, -38.0337335178]], ""type"": ""LineString""}";-38.03340070685418;145.28180676788043;MGA2020 Zone 55;349210;5789087;Local Road;3976;River Gum;Hampton Park;3697;Council;Haughton Court;108;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03340070685418,145.28180676788043/@your+location,17z/data=!4m2!4m1!3e0
-38.10302587269435, 145.27464577634652;"{""coordinates"": [[145.2739211688, -38.1014316443], [145.2739442529, -38.1014964336], [145.2741550302, -38.102088012], [145.2741957682, -38.1022014773], [145.274231346, -38.1023005842], [145.2743041707, -38.1024650462], [145.2743866044, -38.1026259014], [145.2745005844, -38.1028180896], [145.2746300119, -38.1030064674], [145.2747435628, -38.1031525576], [145.2749721039, -38.1034792206], [145.2750557482, -38.1036090809], [145.2751057228, -38.1037064884], [145.27514413, -38.1037991832], [145.2751756707, -38.1038973986], [145.2751985419, -38.1039971017], [145.2752126479, -38.1040978061], [145.2752179092, -38.1041990538], [145.2752143242, -38.1043003393], [145.2752018901, -38.1044011866], [145.2751686934, -38.1045508559], [145.2751492515, -38.1046385106]], ""type"": ""LineString""}";-38.10302587269975;145.27464577634606;MGA2020 Zone 55;348725;5781349;Local Road;3977;Quarters;Cranbourne;3699;Council;Hawdon Drive;379;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10302587269975,145.27464577634606/@your+location,17z/data=!4m2!4m1!3e0
-38.02409095115739, 145.25701437927125;"{""coordinates"": [[145.2571489457, -38.0233048732], [145.2570516504, -38.0242525539], [145.25704186, -38.024313847], [145.2570241157, -38.024374021], [145.2569986222, -38.0244324191], [145.2569656595, -38.0244884283], [145.2569255572, -38.0245414523], [145.2568787461, -38.0245909127], [145.2568257474, -38.0246362981], [145.2567671073, -38.0246771082], [145.2567137628, -38.0247094781], [145.2566459161, -38.0247506481]], ""type"": ""LineString""}";-38.02409095116028;145.2570143792594;MGA2020 Zone 55;347015;5790081;Local Road;3976;Waratah;Hampton Park;3701;Council;Hazeldean Court;173;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.02409095116028,145.2570143792594/@your+location,17z/data=!4m2!4m1!3e0
-38.07502131472785, 145.35834679981997;"{""coordinates"": [[[145.3592458652, -38.0735793008], [145.3592324963, -38.0735935836], [145.3592228597, -38.0736089909], [145.3592167511, -38.0736254866], [145.359214348, -38.0736425748], [145.3592157522, -38.0736597323], [145.3592208909, -38.0736764373], [145.3592296285, -38.0736921778], [145.3592411588, -38.0737059459], [145.3593390823, -38.0736448419]], [[145.3592411588, -38.0737059459], [145.35915142, -38.0737619422]], [[145.3592032245, -38.0737296166], [145.3586994047, -38.0740439939]], [[145.3585198515, -38.0740294558], [145.3585098554, -38.074036459], [145.3585007418, -38.0740443234], [145.3584939833, -38.074051434], [145.3584869376, -38.0740605268], [145.3584811488, -38.0740701562], [145.3584766488, -38.0740802155], [145.3584735076, -38.0740905849], [145.3584719543, -38.0740993822], [145.3584713672, -38.0741100414], [145.3584722042, -38.0741206889], [145.3584744418, -38.0741312037], [145.3584773553, -38.0741397895], [145.3584820854, -38.0741497759], [145.3584881149, -38.0741593163], [145.358495372, -38.0741683034], [145.3585029746, -38.074175912], [145.3586002579, -38.0741090816], [145.3586994047, -38.0740439939], [145.3587064254, -38.074051315], [145.3587134795, -38.0740604111], [145.3587184174, -38.074068397], [145.3587231487, -38.0740783824], [145.3587260725, -38.0740869684], [145.3587282999, -38.0740974839], [145.3587291372, -38.0741081215], [145.3587285614, -38.0741187809], [145.3587269966, -38.074127588], [145.3587238555, -38.0741379564], [145.3587193671, -38.0741480069], [145.3587135657, -38.0741576371], [145.358706521, -38.0741667389], [145.3586997615, -38.0741738396], [145.3586906605, -38.0741817042], [145.3586815272, -38.0741881553]], [[145.3585029746, -38.074175912], [145.3584923169, -38.0741873677], [145.3584781385, -38.0742037876], [145.3584646905, -38.0742205754], [145.3584519854, -38.0742377395], [145.3584400449, -38.0742552261], [145.3584288813, -38.0742730425], [145.3584193187, -38.0742897197], [145.3584183906, -38.0742911009], [145.358408929, -38.074309535], [145.3584001618, -38.0743281644], [145.3583922285, -38.0743470254], [145.3583851285, -38.0743660918], [145.3583788725, -38.0743853448], [145.3583734602, -38.0744047484], [145.3583548788, -38.0744755782], [145.3581128494, -38.0753978961], [145.3579366907, -38.0760692137], [145.3578434836, -38.0764042383], [145.3578275407, -38.0764859615], [145.3577657259, -38.0768027675], [145.357765705, -38.0768029368]], [[145.3577657, -38.0768029778], [145.3577483705, -38.0769437328], [145.3577456014, -38.0769662241], [145.3576975387, -38.0770214116]]], ""type"": ""MultiLineString""}";-38.07462988635778;145.35864044374344;MGA2020 Zone 55;356034;5784634;Local Road;3806;Dillwynia;Berwick;3702;Council;Hazelnut Boulevard;476;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.07462988635778,145.35864044374344/@your+location,17z/data=!4m2!4m1!3e0
