Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Road Name;Installed Year;Range;Counter Type;Installed Date;Easting Coordinate;Northing Coordinate;Projection;Postcode;85th Percentile (Kmh);Volume in 12Hours;Volume in 24Hours;Commercial Vehicles (%);Peak Volume (%);GISFid
-38.083685, 145.257525;"{""coordinates"": [145.257525, -38.083685], ""type"": ""Point""}";-38.08368499999614;145.25752499999703;Evans Road;2023;More than 60km/h;W;2023-10-22;347184;5783467;MGA2020 zone 55;3977;71.3;28264;39101;6.51;2978.0;1239
-37.999004, 145.245367;"{""coordinates"": [145.245367, -37.999004], ""type"": ""Point""}";-37.99900399999613;145.2453669999969;Rhoden Grove;2023;Less than 30km/h;W;2023-10-25;345940;5792844;MGA2020 zone 55;3177;27.8;97;120;5.35;12.0;1249
-38.068177, 145.294739;"{""coordinates"": [145.294739, -38.068177], ""type"": ""Point""}";-38.06817699999624;145.29473899999732;Cherrywood Way;2023;Between 30km/h and 40km/h;W;2023-10-22;350416;5785249;MGA2020 zone 55;3805;36.5;110;153;5.33;17.0;1258
-38.116356, 145.321083;"{""coordinates"": [145.321083, -38.116356], ""type"": ""Point""}";-38.11635599999628;145.32108299999743;Freiberger Road;2024;Between 40km/h and 50km/h;W;2024-02-12;352824;5779945;MGA2020 zone 55;3978;40.7;437;576;3.74;66.0;1285
-38.046703, 145.332277;"{""coordinates"": [145.332277, -38.046703], ""type"": ""Point""}";-38.04670299999634;145.33227699999756;Hancock Drive;2024;Between 50km/h and 60km/h;W;2024-02-07;353666;5787691;MGA2020 zone 55;3806;55.5;611;746;5.64;145.0;1287
-37.988064, 145.24219;"{""coordinates"": [145.24219, -37.988064], ""type"": ""Point""}";-37.98806399999613;145.2421899999969;Kidds Road;2024;Between 50km/h and 60km/h;W;2024-02-05;345638;5794053;MGA2020 zone 55;3177;53.2;3959;5316;5.13;515.0;1294
-38.093345, 145.257495;"{""coordinates"": [145.257495, -38.093345], ""type"": ""Point""}";-38.09334499999611;145.25749499999702;Miralie Way;2024;Between 30km/h and 40km/h;W;2024-02-05;347201;5782395;MGA2020 zone 55;3977;36.7;109;166;8.49;13.0;1301
-38.119492, 145.323293;"{""coordinates"": [145.323293, -38.119492], ""type"": ""Point""}";-38.119491999996264;145.32329299999748;Pasadena Boulevard;2024;Between 50km/h and 60km/h;W;2024-02-05;353024;5779600;MGA2020 zone 55;3978;51.8;1717;2417;5.55;193.0;1304
-38.06213, 145.255243;"{""coordinates"": [145.255243, -38.06213], ""type"": ""Point""}";-38.062129999996145;145.25524299999702;Paterson Road;2024;Between 50km/h and 60km/h;W;2024-02-05;346939;5785855;MGA2020 zone 55;3975;52.6;626;796;3.99;150.0;1305
-38.018022, 145.289537;"{""coordinates"": [145.289537, -38.018022], ""type"": ""Point""}";-38.018021999996236;145.28953699999727;Springfield Drive;2024;Between 40km/h and 50km/h;W;2024-02-07;349857;5790806;MGA2020 zone 55;3805;44.4;460;635;6.82;53.0;1312
-38.102353, 145.389807;"{""coordinates"": [145.389807, -38.102353], ""type"": ""Point""}";-38.102352999996405;145.38980699999786;Burnbank Parade;2024;Between 40km/h and 50km/h;W;2024-05-17;358822;5781605;MGA2020 zone 55;3978;48.5;1349;1728;9.8;156.0;1325
-38.094817, 145.256348;"{""coordinates"": [145.256348, -38.094817], ""type"": ""Point""}";-38.0948169999961;145.25634799999705;Central Parkway;2024;Between 40km/h and 50km/h;W;2024-05-10;347104;5782230;MGA2020 zone 55;3977;43.0;2550;3463;8.92;361.0;1330
-38.094646, 145.256503;"{""coordinates"": [145.256503, -38.094646], ""type"": ""Point""}";-38.09464599999611;145.25650299999702;Central Parkway;2024;Between 40km/h and 50km/h;W;2024-05-10;347117;5782249;MGA2020 zone 55;3977;45.6;2439;3097;5.29;426.0;1331
-37.982967, 145.296921;"{""coordinates"": [145.296921, -37.982967], ""type"": ""Point""}";-37.982966999996265;145.2969209999973;Jacques Road;2024;Between 50km/h and 60km/h;W;2024-05-17;350434;5794708;MGA2020 zone 55;3804;53.8;134;162;13.02;19.0;1349
-38.067952, 145.338957;"{""coordinates"": [145.338957, -38.067952], ""type"": ""Point""}";-38.067951999996346;145.33895699999758;Ridgemont Drive;2024;Between 40km/h and 50km/h;W;2024-05-17;354295;5785344;MGA2020 zone 55;3806;48.0;2045;2379;3.47;309.0;1365
-38.154861, 145.267643;"{""coordinates"": [145.267643, -38.154861], ""type"": ""Point""}";-38.1548609999961;145.26764299999704;Fletcher Road;2024;Between 50km/h and 60km/h;W;2024-06-13;348219;5775586;MGA2020 zone 55;3977;56.7;88;112;9.69;9.48;1420
-38.0915, 145.251152;"{""coordinates"": [145.251152, -38.0915], ""type"": ""Point""}";-38.0914999999961;145.25115199999698;Futures Road;2024;Between 30km/h and 40km/h;W;2024-08-21;346641;5782590;MGA2020 zone 55;3977;38.3;2318;2811;4.84;10.3;1422
-38.016114, 145.276211;"{""coordinates"": [145.276211, -38.016114], ""type"": ""Point""}";-38.01611399999621;145.27621099999715;Keppel Drive;2024;Between 40km/h and 50km/h;W;2024-08-21;348683;5790996;MGA2020 zone 55;3803;49.8;2320;2898;5.94;11.61;1447
-38.218793, 145.317578;"{""coordinates"": [145.317578, -38.218793], ""type"": ""Point""}";-38.21879299999621;145.31757799999744;Aruma St;2024;Between 30km/h and 40km/h;W;2024-07-23;352723;5768572;MGA2020 zone 55;3980;33.7;99;119;6.0;13.4;1461
-37.990617, 145.3206008;"{""coordinates"": [145.3206008, -37.990617], ""type"": ""Point""}";-37.99061699999634;145.3206007999975;Cantwell Road;2024;Between 50km/h and 60km/h;W;2024-10-22;352529;5793896;MGA2020 zone 55;3804;55.4;307;387;4.8;10.9;1470
-38.179636, 145.286098;"{""coordinates"": [145.286098, -38.179636], ""type"": ""Point""}";-38.179635999996144;145.28609799999725;Craig Road;2024;More than 60km/h;W;2024-10-23;349886;5772867;MGA2020 zone 55;3977;88.7;1629;2040;6.9;11.6;1474
-38.21323, 145.383877;"{""coordinates"": [145.383877, -38.21323], ""type"": ""Point""}";-38.21322999999636;145.38387699999788;Harewood St;2024;Less than 30km/h;W;2024-07-24;358516;5769293;MGA2020 zone 55;3980;20.8;29;29;4.1;10.3;1486
-38.213226, 145.310544;"{""coordinates"": [145.310544, -38.213226], ""type"": ""Point""}";-38.21322599999621;145.31054399999744;Iris Ct;2024;Less than 30km/h;W;2024-07-23;352096;5769179;MGA2020 zone 55;3977;17.9;18;22;0.0;13.6;1493
-38.0046521405, 145.265489137;"{""coordinates"": [145.265489137, -38.0046521405], ""type"": ""Point""}";-38.00465214054744;145.26548913696183;Princes Domain Drive;2023;Between 40km/h and 50km/h;W;2023-05-10;347719;5792250;MGA2020 zone 55;3803;40.9;3266;4017;7.63;9.2;1139
-38.1246131334, 145.3579451665;"{""coordinates"": [145.3579451665, -38.1246131334], ""type"": ""Point""}";-38.12461313335474;145.35794516652956;Lucid Crescent;2023;Between 30km/h and 40km/h;W;2023-07-30;356072;5779086;MGA2020 zone 55;3978;36.9;220;303;3.72;8.14;1166
-38.0177481371, 145.3136361468;"{""coordinates"": [145.3136361468, -38.0177481371], ""type"": ""Point""}";-38.01774813711103;145.31363614682692;Ryelands Drive;2023;Between 50km/h and 60km/h;W;2023-07-26;351972;5790875;MGA2020 zone 55;3805;58.5;2044;2525;3.93;9.76;1202
-37.976245, 145.243882;"{""coordinates"": [145.243882, -37.976245], ""type"": ""Point""}";-37.97624499999614;145.24388199999692;Bittern Drive;2024;Less than 30km/h;W;2024-02-05;345762;5795367;MGA2020 zone 55;3802;29.1;304;405;3.48;50.0;1269
-38.098771, 145.289723;"{""coordinates"": [145.289723, -38.098771], ""type"": ""Point""}";-38.0987709999962;145.28972299999728;Camms Road;2024;Between 50km/h and 60km/h;W;2024-02-05;350038;5781846;MGA2020 zone 55;3977;53.6;9877;13967;8.75;1026.0;1274
-38.034589, 145.354281;"{""coordinates"": [145.354281, -38.034589], ""type"": ""Point""}";-38.03458899999639;145.35428099999766;Peel Street;2024;Between 40km/h and 50km/h;W;2024-02-07;355573;5789070;MGA2020 zone 55;3806;43.7;1498;1728;5.05;326.0;1308
-38.124535, 145.240082;"{""coordinates"": [145.240082, -38.124535], ""type"": ""Point""}";-38.12453499999606;145.2400819999969;Edgar Avenue;2024;Between 40km/h and 50km/h;W;2024-05-10;345740;5778905;MGA2020 zone 55;3977;43.7;630;764;9.65;70.0;1339
-38.1246032098, 145.2853441975;"{""coordinates"": [145.2853441975, -38.1246032098], ""type"": ""Point""}";-38.12460320975666;145.28534419746381;Earlston Circuit;2019;Between 40km/h and 50km/h;W;2019-05-30;349707;5778972;MGA2020 zone 55;3977;41.5;25;29;0.0;13.79;988
-38.18593914, 145.2572001557;"{""coordinates"": [145.2572001557, -38.18593914], ""type"": ""Point""}";-38.18593914000621;145.2572001557081;Smiths Lane;2022;More than 60km/h;W;2022-10-21;347368;5772120;MGA2020 zone 55;3912;84.8;1427;1672;24.06;12.26;1051
-38.0553491352, 145.3374541552;"{""coordinates"": [145.3374541552, -38.0553491352], ""type"": ""Point""}";-38.05534913521522;145.3374541551871;Homestead Road;2023;Between 40km/h and 50km/h;W;2023-02-07;354138;5786740;MGA2020 zone 55;3806;49.2;3168;4372;3.16;8.27;1054
-37.9986701351, 145.34392015;"{""coordinates"": [145.34392015, -37.9986701351], ""type"": ""Point""}";-37.99867013511358;145.34392014998423;Harkaway Road;2023;More than 60km/h;W;2023-02-07;354593;5793040;MGA2020 zone 55;3806;78.1;7188;9117;2.78;9.36;1088
-38.0049441385, 145.2946511421;"{""coordinates"": [145.2946511421, -38.0049441385], ""type"": ""Point""}";-38.00494413851441;145.29465114208543;Josephine Avenue;2023;More than 60km/h;W;2023-02-07;350280;5792265;MGA2020 zone 55;3805;61.1;3773;4953;3.58;15.01;1096
-38.0640901372, 145.308113151;"{""coordinates"": [145.308113151, -38.0640901372], ""type"": ""Point""}";-38.06409013721014;145.308113151032;The Promenade;2023;Between 40km/h and 50km/h;W;2023-02-07;351581;5785724;MGA2020 zone 55;3805;46.0;2751;3348;10.56;11.84;1101
-38.1068111363, 145.3170381574;"{""coordinates"": [145.3170381574, -38.1068111363], ""type"": ""Point""}";-38.106811136323635;145.31703815736736;Fiorelli Boulevard;2023;Between 50km/h and 60km/h;W;2023-05-09;352450;5780997;MGA2020 zone 55;3977;52.1;954;1219;19.91;16.28;1113
-38.0799651363, 145.3192151547;"{""coordinates"": [145.3192151547, -38.0799651363], ""type"": ""Point""}";-38.0799651363373;145.31921515474764;Chantenay Parade;2023;Between 50km/h and 60km/h;W;2023-05-09;352587;5783980;MGA2020 zone 55;3977;55.7;810;1057;12.31;12.46;1115
-38.0812331378, 145.2976441511;"{""coordinates"": [145.2976441511, -38.0812331378], ""type"": ""Point""}";-38.08123313783453;145.2976441511134;Sierra Boulevard;2023;Between 50km/h and 60km/h;W;2023-05-10;350697;5783805;MGA2020 zone 55;3977;57.9;1756;2314;13.8;9.2;1156
-38.000668135, 145.3449681504;"{""coordinates"": [145.3449681504, -38.000668135], ""type"": ""Point""}";-38.00066813502794;145.34496815039017;King Road;2023;Between 50km/h and 60km/h;W;2023-07-26;354689;5792819;MGA2020 zone 55;3806;52.5;580;664;10.39;15.67;1200
-38.116346, 145.241876;"{""coordinates"": [145.241876, -38.116346], ""type"": ""Point""}";-38.11634599999604;145.2418759999969;Lemon Grove;2023;Between 30km/h and 40km/h;W;2023-10-19;345880;5779817;MGA2020 zone 55;3977;34.7;100;130;3.52;17.0;1241
-37.998864, 145.248506;"{""coordinates"": [145.248506, -37.998864], ""type"": ""Point""}";-37.998863999996125;145.24850599999695;Waygara Street;2023;Between 40km/h and 50km/h;W;2023-10-25;346215;5792865;MGA2020 zone 55;3177;48.9;763;939;4.46;101.0;1248
-37.981241, 145.319204;"{""coordinates"": [145.319204, -37.981241], ""type"": ""Point""}";-37.98124099999635;145.31920399999743;Ripplebrook Boulevard;2023;Between 50km/h and 60km/h;W;2023-10-25;352388;5794935;MGA2020 zone 55;3804;52.4;398;484;6.42;54.0;1255
-38.21294, 145.384593;"{""coordinates"": [145.384593, -38.21294], ""type"": ""Point""}";-38.21293999999636;145.38459299999786;Monomeith Street;2023;Between 40km/h and 50km/h;W;2023-10-19;358578;5769326;MGA2020 zone 55;3980;40.2;94;120;5.93;13.0;1261
-37.954483, 145.253165;"{""coordinates"": [145.253165, -37.954483], ""type"": ""Point""}";-37.954482999996166;145.25316499999695;Churchill Park Drive;2024;More than 60km/h;W;2024-02-05;346532;5797797;MGA2020 zone 55;3802;77.4;3262;3922;9.95;594.0;1276
-38.114474, 145.323523;"{""coordinates"": [145.323523, -38.114474], ""type"": ""Point""}";-38.114473999996285;145.32352299999752;Selandra Boulevard;2024;Between 30km/h and 40km/h;W;2024-02-05;353034;5780157;MGA2020 zone 55;3978;31.4;1277;1721;2.31;173.0;1311
-38.212857, 145.406189;"{""coordinates"": [145.406189, -38.212857], ""type"": ""Point""}";-38.2128569999964;145.406188999998;Billingsley Road;2024;Between 40km/h and 50km/h;W;2024-06-13;360469;5769368;MGA2020 zone 55;3980;43.1;21;28;17.44;14.81;1392
-38.213982, 145.318474;"{""coordinates"": [145.318474, -38.213982], ""type"": ""Point""}";-38.213981999996214;145.31847399999745;Hardy Avenue;2024;Less than 30km/h;W;2024-06-13;352791;5769107;MGA2020 zone 55;3977;26.7;74;88;5.37;9.57;1430
-38.0468623, 145.2504775;"{""coordinates"": [145.2504775, -38.0468623], ""type"": ""Point""}";-38.04686229999612;145.25047749999695;Hutchinson Drive;2024;Between 50km/h and 60km/h;W;2024-10-22;346489;5787542;MGA2020 zone 55;3975;54.8;3311;4392;6.4;11.4;1489
-38.183785, 145.380858;"{""coordinates"": [145.380858, -38.183785], ""type"": ""Point""}";-38.18378499999636;145.38085799999783;Landale Rd;2024;Between 40km/h and 50km/h;W;2024-07-24;358195;5772555;MGA2020 zone 55;3980;40.0;7;3;8.0;33.3;1497
-38.101447, 145.312921;"{""coordinates"": [145.312921, -38.101447], ""type"": ""Point""}";-38.10144699999626;145.31292099999743;Linsell Boulevard;2024;More than 60km/h;W;2024-10-23;352078;5781586;MGA2020 zone 55;3977;66.9;10866;15459;8.0;7.7;1499
-38.063573, 145.309223;"{""coordinates"": [145.309223, -38.063573], ""type"": ""Point""}";-38.06357299999626;145.30922299999742;The Promenade;2024;Between 40km/h and 50km/h;W;2024-10-22;351677;5785783;MGA2020 zone 55;3805;49.4;2538;3098;5.0;12.5;1534
-38.0043141427, 145.3244532498;"{""coordinates"": [145.3244532498, -38.0043141427], ""type"": ""Point""}";-38.00431414274696;145.32445324975487;Quarry Road;2019;Between 40km/h and 50km/h;W;2019-11-20;352895;5792383;MGA2020 zone 55;3804;45.6;359;488;1.85;14.89;176
-38.2151141093, 145.3411481919;"{""coordinates"": [145.3411481919, -38.2151141093], ""type"": ""Point""}";-38.215114109349244;145.3411481919348;Anchorage Road;2021;Between 50km/h and 60km/h;W;2021-03-23;354779;5769017;MGA2020 zone 55;3980;54.1;596;704;10.8;10.6;199
-38.0016570453, 145.2570978981;"{""coordinates"": [145.2570978981, -38.0016570453], ""type"": ""Point""}";-38.00165704529227;145.2570978981467;William Avenue, Hallam;2021;Between 40km/h and 50km/h;W;2021-03-17;346976;5792569;MGA2020 zone 55;3803;47.0;112;128;1.6;27.3;200
-38.1050674212, 145.270300327;"{""coordinates"": [145.270300327, -38.1050674212], ""type"": ""Point""}";-38.10506742117452;145.27030032698505;James Cook Drive;2019;More than 60km/h;W;2019-05-17;348348;5781116;MGA2020 zone 55;3977;60.0;2708;3593;4.4;9.8;15
-38.0685608479, 145.2776837106;"{""coordinates"": [145.2776837106, -38.0685608479], ""type"": ""Point""}";-38.06856084794001;145.27768371060134;Lawless Drive;2019;Between 40km/h and 50km/h;W;2019-05-22;348921;5785179;MGA2020 zone 55;3977;47.0;159;197;5.3;10.4;23
-37.9680106095, 145.2688608892;"{""coordinates"": [145.2688608892, -37.9680106095], ""type"": ""Point""}";-37.96801060946224;145.26886088918894;Gleneagles Drive;2019;Between 40km/h and 50km/h;W;2019-05-17;347939;5796322;MGA2020 zone 55;3802;48.0;1307;3434;5.4;14.12;39
-37.9802146243, 145.2536925951;"{""coordinates"": [145.2536925951, -37.9802146243], ""type"": ""Point""}";-37.98021462427805;145.25369259509034;Daniel Solander Drive;2019;Between 50km/h and 60km/h;W;2019-08-06;346632;5794943;MGA2020 zone 55;3802;57.0;2412;2684;2.9;11.14;40
-38.0345800136, 145.3553638334;"{""coordinates"": [145.3553638334, -38.0345800136], ""type"": ""Point""}";-38.034580013592304;145.35536383341463;Scanlan Street;2020;Between 40km/h and 50km/h;W;2020-02-13;355668;5789073;MGA2020 zone 55;3806;47.1;220;265;6.4;16.23;52
-38.0502923223, 145.2487990987;"{""coordinates"": [145.2487990987, -38.0502923223], ""type"": ""Point""}";-38.0502923222937;145.248799098747;Paterson Drive;2018;Between 50km/h and 60km/h;W;2018-03-02;346348;5787158;MGA2020 zone 55;3975;53.1;1421;1773;3.38;16.58;69
-38.0569972197, 145.3556491558;"{""coordinates"": [145.3556491558, -38.0569972197], ""type"": ""Point""}";-38.05699721970333;145.355649155843;Streeton Way;2020;Between 50km/h and 60km/h;W;2020-02-13;355737;5786586;MGA2020 zone 55;3806;55.7;1821;2272;5.1;13.51;130
-38.0459743097, 145.2744851245;"{""coordinates"": [145.2744851245, -38.0459743097], ""type"": ""Point""}";-38.045974309675884;145.2744851244764;Highmount Drive Hpk;2019;Between 40km/h and 50km/h;W;2019-02-26;348593;5787680;MGA2020 zone 55;3976;42.6;310;426;3.39;9.39;142
-38.0844018252, 145.315617184;"{""coordinates"": [145.315617184, -38.0844018252], ""type"": ""Point""}";-38.08440182524276;145.31561718396642;William Thwaites Boulevard;2019;Between 40km/h and 50km/h;W;2019-08-26;352280;5783482;MGA2020 zone 55;3977;49.7;3617;4572;3.8;11.62;174
-38.0627844292, 145.3481947003;"{""coordinates"": [145.3481947003, -38.0627844292], ""type"": ""Point""}";-38.06278442921655;145.3481947003346;Bridgewater Blvd;2021;Between 50km/h and 60km/h;W;2021-03-23;355095;5785932;MGA2020 zone 55;3806;55.5;2218;2751;6.4;14.9;195
-38.1024207927, 145.2901897058;"{""coordinates"": [145.2901897058, -38.1024207927], ""type"": ""Point""}";-38.102420792677435;145.29018970576055;Latrobe Street;2021;Between 50km/h and 60km/h;W;2021-03-26;350087;5781442;MGA2020 zone 55;3977;51.7;494;655;4.3;9.83;222
-38.0725834826, 145.3484821794;"{""coordinates"": [145.3484821794, -38.0725834826], ""type"": ""Point""}";-38.07258348263918;145.34848217939722;Kirrabilli Parade;2021;Between 50km/h and 60km/h;W;2021-03-23;355139;5784845;MGA2020 zone 55;3806;51.1;1044;1240;1.3;17.38;229
-38.0695281562, 145.3535466351;"{""coordinates"": [145.3535466351, -38.0695281562], ""type"": ""Point""}";-38.06952815621512;145.35354663512723;Chase Blvd;2021;Between 50km/h and 60km/h;W;2021-03-23;355578;5785192;MGA2020 zone 55;3806;59.7;1886;2252;7.1;14.1;247
-37.9677710037, 145.2866980113;"{""coordinates"": [145.2866980113, -37.9677710037], ""type"": ""Point""}";-37.96777100373953;145.2866980112579;Ebeli Close;2022;Between 50km/h and 60km/h;W;2022-02-22;349505;5796377;MGA2020 zone 55;3804;57.1;379;488;5.65;9.23;296
-37.9874310026, 145.3525650292;"{""coordinates"": [145.3525650292, -37.9874310026], ""type"": ""Point""}";-37.98743100256683;145.3525650292475;Harkaway Road;2022;More than 60km/h;W;2022-02-22;355330;5794300;MGA2020 zone 55;3806;89.1;5913;7468;8.81;9.82;308
-38.0770300047, 145.3237400319;"{""coordinates"": [145.3237400319, -38.0770300047], ""type"": ""Point""}";-38.07703000474412;145.32374003185365;Mountainview Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;352978;5784313;MGA2020 zone 55;3977;53.5;1813;2424;1.96;10.26;386
-38.0952050017, 145.2502050315;"{""coordinates"": [145.2502050315, -38.0952050017], ""type"": ""Point""}";-38.095205001746976;145.25020503145683;Morningside Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;346566;5782177;MGA2020 zone 55;3977;55.5;2185;2875;2.77;9.48;412
-38.1542400053, 145.2980400373;"{""coordinates"": [145.2980400373, -38.1542400053], ""type"": ""Point""}";-38.154240005252824;145.29804003726528;Browns Road;2022;More than 60km/h;W;2022-02-22;350881;5775704;MGA2020 zone 55;3977;70.5;2673;3293;16.65;11.87;414
-38.2069240062, 145.4129600609;"{""coordinates"": [145.4129600609, -38.2069240062], ""type"": ""Point""}";-38.2069240061842;145.41296006088953;Harewood Mains Road;2022;More than 60km/h;W;2022-02-22;361050;5770036;MGA2020 zone 55;3980;70.2;129;150;24.45;14.04;425
-38.1158480028, 145.3361860307;"{""coordinates"": [145.3361860307, -38.1158480028], ""type"": ""Point""}";-38.11584800281665;145.33618603070292;Moorgate Road;2022;Between 50km/h and 60km/h;W;2022-05-19;354147;5780025;MGA2020 zone 55;3978;50.8;455;541;3.91;22.82;441
-38.0511610024, 145.3633770198;"{""coordinates"": [145.3633770198, -38.0511610024], ""type"": ""Point""}";-38.051161002403084;145.36337701983064;Adamson Road;2022;Between 40km/h and 50km/h;W;2022-05-19;356404;5787245;MGA2020 zone 55;3807;42.5;165;203;10.79;10.87;449
